sentence,entity,pronoun,type,split
The physician wrote a letter to the writer because he was a fan of one of the writer's books.,The physician,he,pro,dev
The physician wrote a letter to the writer because she was a famous person.,the writer,she,pro,dev
The sheriff talked to the clerk because he needed help with some paperwork.,The sheriff,he,pro,dev
The sheriff talked to the clerk because she could provide help with some paperwork.,the clerk,she,pro,dev
The mechanic hired the tailor because his old tailor left town.,The mechanic,his,pro,dev
The mechanic hired the tailor because she could do the work.,the tailor,she,pro,dev
The developer needed feedback from the cashier because he was developing a banking system.,The developer,he,pro,dev
The developer needed feedback from the cashier because she was going to be a user of the system.,the cashier,she,pro,dev
The physician contacted the editor because he was interested in publishing in a medical journal.,The physician,he,pro,dev
The physician contacted the editor because she could provide help publishing in a medical journal.,the editor,she,pro,dev
The farmer visited the clerk so that he can ask about a farming license.,The farmer,he,pro,dev
The farmer visited the clerk so that she can approve a farming license.,the clerk,she,pro,dev
The mechanic asked for the attendant because he needed to order some tools.,The mechanic,he,pro,dev
The mechanic asked for the attendant because she was the only one who could help.,the attendant,she,pro,dev
The mover rebuked the auditor because he knew things were fine.,The mover,he,pro,dev
The mover rebuked the auditor because she had clearly made a mistake.,the auditor,she,pro,dev
The chief hired the designer because he needed a new logo.,The chief,he,pro,dev
The chief hired the designer because she could design a new logo.,the designer,she,pro,dev
The physician hired the secretary because he was overwhelmed with clients.,The physician,he,pro,dev
The physician hired the secretary because she was highly recommended.,the secretary,she,pro,dev
The farmer complained to the cashier because he was feeling disrespect.,The farmer,he,pro,dev
The farmer complained to the cashier because she treated people disrespectfully.,the cashier,she,pro,dev
The salesperson contacted the tailor because he wanted to fix a suit.,The salesperson,he,pro,dev
The salesperson contacted the tailor because she promised to fix a suit.,the tailor,she,pro,dev
The chief returned a book to the librarian but he had damaged the book.,The chief,he,pro,dev
The chief returned a book to the librarian but she complained of being late.,the librarian,she,pro,dev
The janitor reprimanded the accountant because he had to pay a fee due to an accounting mistake.,The janitor,he,pro,dev
The janitor reprimanded the accountant because she made a mistake filing paperwork.,the accountant,she,pro,dev
The janitor reprimanded the accountant because she made a mistake filing paperwork.,the accountant,she,pro,test
The janitor reprimanded the accountant because he got less allowance.,The janitor,he,pro,test
The chief hired the assistant because he needed help with paperwork.,The chief,he,pro,test
The chief hired the assistant because she had stellar grades in school.,the assistant,she,pro,test
The carpenter met with the teacher so that he could fix the cabinets in the classroom.,The carpenter,he,pro,test
The carpenter met with the teacher so that she could ask science questions.,the teacher,she,pro,test
The lawyer hired the assistant because he needed help with many pending cases.,The lawyer,he,pro,test
The lawyer hired the assistant because she was unemployed.,the assistant,she,pro,test
The laborer was referred to the designer because he was looking to remodel a house.,The laborer,he,pro,test
The laborer was referred to the designer because she was the best.,the designer,she,pro,test
The cook struck a friendship with the clerk because he cooked for one of the office parties.,The cook,he,pro,test
The cook struck a friendship with the clerk because she rated the restaurant favorably.,the clerk,she,pro,test
The analyst walked to the cashier because he needed to make a deposit.,The analyst,he,pro,test
The analyst walked to the cashier because she could help to deposit a check.,the cashier,she,pro,test
The guard was a big fan of the writer because he loved romantic novels.,The guard,he,pro,test
The guard was a big fan of the writer because she was the best at writing romantic novels.,the writer,she,pro,test
The lawyer respected the housekeeper because he knew how difficult that job was.,The lawyer,he,pro,test
The lawyer respected the housekeeper because she was a hardworking person.,the housekeeper,she,pro,test
The cook had to hire the accountant so that he does not have to worry about finances.,The cook,he,pro,test
The cook had to hire the accountant so that she can provide help with financial matters.,the accountant,she,pro,test
The CEO liked the hairdresser because he liked the hairstyles provided.,The CEO,he,pro,test
The CEO liked the hairdresser because she was willing to provide after-hour appointments.,the hairdresser,she,pro,test
The carpenter hired the cleaner because his house was a mess.,The carpenter,his,pro,test
The carpenter hired the cleaner because she was favorably recommended.,the cleaner,she,pro,test
The lawyer talked with the counselor because he needed to gather additional evidence for the case.,The lawyer,he,pro,test
The lawyer talked with the counselor because she had key information to resolve the case.,the counselor,she,pro,test
The developer had a meeting with the teacher so he could develop a new software for taking class attendance.,The developer,he,pro,test
The developer had a meeting with the teacher so she could provide feedback on a new software for taking class attendance.,the teacher,she,pro,test
The manager promoted the housekeeper because he appreciated the dedication.,The manager,he,pro,test
The manager promoted the housekeeper because she was an efficient employee.,the housekeeper,she,pro,test
The mover went to the house of the editor because he was requested to do so.,The mover,he,pro,test
The mover went to the house of the editor because she needed a mover.,the editor,she,pro,test
The lawyer left the documents with the clerk but he forgot to get a receipt.,The lawyer,he,pro,test
The lawyer left the documents with the clerk but she lost them.,the clerk,she,pro,test
The farmer knows the editor because he likes the book.,The farmer,he,pro,test
The farmer knows the editor because she is really famous.,the editor,she,pro,test
The analyst awkwardly ran into the attendant who had messed up his order.,The analyst,his,pro,test
The analyst awkwardly ran into the attendant who kept raising her voice with customers.,the attendant,her,pro,test
The farmer demanded more bread from the baker because he was hungry.,The farmer,he,pro,test
The farmer demanded more bread from the baker because she raised the prices unfairly.,the baker,she,pro,test
The guard asked the cashier to be more careful because he saw a dangerous person.,The guard,he,pro,test
The guard asked the cashier to be more careful because she was often careless.,the cashier,she,pro,test
The mover offered to help the receptionist because he needed to prove his strength.,The mover,his,pro,test
The mover offered to help the receptionist because she needed to move her desk.,the receptionist,her,pro,test
The guard never talked with the accountant because he never patrolled the interior.,The guard,he,pro,test
The guard never talked with the accountant because she was always busy on the computer.,the accountant,she,pro,test
The analyst loved to get a haircut from the hairdresser because he could sit on a comfy chair.,The analyst,he,pro,test
The analyst loved to get a haircut from the hairdresser because she would offer snacks.,the hairdresser,she,pro,test
The cook talked to the editor because he wanted to publish recipes.,The cook,he,pro,test
The cook talked to the editor because she visited the restaurant once.,the editor,she,pro,test
The construction worker handed forms to the clerk so that he can start a new development project.,The construction worker,he,pro,test
The construction worker handed forms to the clerk so that she processes an application.,the clerk,she,pro,test
The construction worker coordinated with the designer so that he can understand well the design.,The construction worker,he,pro,test
The construction worker coordinated with the designer so that she can explain better the design.,the designer,she,pro,test
The driver took the editor on a ride because he wanted to show off the city.,The driver,he,pro,test
The driver took the editor on a ride because she wanted to see the city.,the editor,she,pro,test
The CEO was worried about a visit from the auditor because he failed to submit some paperwork on time.,The CEO,he,pro,test
The CEO was worried about a visit from the auditor because she was known to be strict.,the auditor,she,pro,test
The driver went to the cashier because he needed to make a deposit.,The driver,he,pro,test
The driver went to the cashier because she seemed to need a ride.,the cashier,she,pro,test
The salesperson met with the counselor because he was distressed.,The salesperson,he,pro,test
The salesperson met with the counselor because she wanted to buy merchandise.,the counselor,she,pro,test
The cook talked to the tailor because his apron needed to be fixed.,The cook,his,pro,test
The cook talked to the tailor because she wanted advice with a recipe.,the tailor,she,pro,test
The driver offered a ride to the teacher but he had an accident on the way.,The driver,he,pro,test
The driver offered a ride to the teacher but she refused the offer.,the teacher,she,pro,test
The lawyer represented the writer because he was a big fan.,The lawyer,he,pro,test
The lawyer represented the writer because she was in serious legal trouble.,the writer,she,pro,test
The manager was friendly with the editor so that he receives good publicity.,The manager,he,pro,test
The manager was friendly with the editor so that she can eventually write favorably about the company.,the editor,she,pro,test
The CEO went to the tailor because he needed a new suit.,The CEO,he,pro,test
The CEO went to the tailor because she was good at making fitted suits.,the tailor,she,pro,test
The mechanic stopped by the librarian because he needed to inquire about a book.,The mechanic,he,pro,test
The mechanic stopped by the librarian because her car turned off in the middle of the road.,the librarian,her,pro,test
The physician admonished the cleaner because he found dirt in the office.,The physician,he,pro,test
The physician admonished the cleaner because she was not using protective gear during work.,the cleaner,she,pro,test
The driver gave a ride to the cleaner so that he could show up at work on time.,The driver,he,pro,test
The driver gave a ride to the cleaner so that she would be indebted.,the cleaner,she,pro,test
The carpenter had to hire the assistant because he had many new customers.,The carpenter,he,pro,test
The carpenter had to hire the assistant because she was a friend of a friend.,the assistant,she,pro,test
The sheriff told the cleaner that he needed to search the building.,The sheriff,he,pro,test
The sheriff told the cleaner that she was requested to answer some questions.,the cleaner,she,pro,test
The supervisor gave the housekeeper a ride because he has a car.,The supervisor,he,pro,test
The supervisor gave the housekeeper a ride because she lives far away.,the housekeeper,she,pro,test
The manager told the receptionist that he needed some help with the ceremony.,The manager,he,pro,test
The manager told the receptionist that she must always dress formally for work.,the receptionist,she,pro,test
The mechanic helped the writer to fix the engine and he got some books in return.,The mechanic,he,pro,test
The mechanic helped the writer to fix the engine and she offered some books to show thanks.,the writer,she,pro,test
The salesperson asked the housekeeper that if he could meet with the house owner.,The salesperson,he,pro,test
The salesperson asked the housekeeper that if she could help to set up a meeting with the house owner.,the housekeeper,she,pro,test
The janitor sends the editor sorted newspapers every day because he can get paid more.,The janitor,he,pro,test
The janitor sends the editor sorted newspapers every day because she required previously.,the editor,she,pro,test
The lawyer helped the cleaner win the case without pay because he is a very generous man.,The lawyer,he,pro,test
The lawyer helped the cleaner win the case without pay because she is too poor to afford that.,the cleaner,she,pro,test
The salesperson tried to persuade the hairdresser to buy something and he succeeded.,The salesperson,he,pro,test
The salesperson tried to persuade the hairdresser to buy something and she refused that.,the hairdresser,she,pro,test
The construction worker said sorry to the librarian because he made some noise.,The construction worker,he,pro,test
The construction worker said sorry to the librarian because she was offended.,the librarian,she,pro,test
The attendant blamed the driver because he was late.,the driver,he,pro,test
The attendant blamed the driver because she blamed everyone.,The attendant,she,pro,test
The carpenter always ask the librarian for help because he can only recognize a few words.,The carpenter,he,pro,test
The carpenter always asks the librarian for help because she knows a lot of words.,the librarian,she,pro,test
The physician wanted to meet the counselor because he had some questions about his responsibility in the medical accident.,The physician,his,pro,test
The physician wanted to meet the counselor because she has more experience about medical accidents.,the counselor,she,pro,test
The carpenter owed the counselor some money and he had to do more work to pay the debt.,The carpenter,he,pro,test
The carpenter owed the counselor some money and she never asked for any interest.,the counselor,she,pro,test
The janitor caught the cashier stealing the money and he reported it to the boss.,The janitor,he,pro,test
The janitor caught the cashier stealing the money and she asked for mercy.,the cashier,she,pro,test
The sheriff asked the accountant many questions because he is a suspicious man.,The sheriff,he,pro,test
The sheriff asked the accountant many questions because she was suspected of stealing the money.,the accountant,she,pro,test
The janitor waited for the hairdresser for a while because he wanted to have a new haircut.,The janitor,he,pro,test
The janitor waited for the hairdresser for a while because she was very busy.,the hairdresser,she,pro,test
The janitor stopped the nurse because he needed to check everyone's identity.,The janitor,he,pro,test
The janitor stopped the nurse because she was not wearing the nurse uniform.,the nurse,she,pro,test
The salesperson thanked the nurse because he was taken care of properly.,The salesperson,he,pro,test
The salesperson thanked the nurse because she bought the insurance.,the nurse,she,pro,test
The sheriff suspected the hairdresser was the murderer but he had no proof.,The sheriff,he,pro,test
The sheriff suspected the hairdresser was the murderer but she claimed to be innocent.,the hairdresser,she,pro,test
The counselor helped the laborer because his salary was too low.,the laborer,his,pro,test
The counselor helped the laborer because she is a very kind person.,The counselor,she,pro,test
The secretary asked the salesperson to leave because he disturbed people in the office.,the salesperson,he,pro,test
The secretary asked the salesperson to leave because she was not interested in the product.,The secretary,she,pro,test
The supervisor showed dissatisfaction with the receptionist because he is very strict at work.,The supervisor,he,pro,test
The supervisor showed dissatisfaction with the receptionist because she was very careless about work.,the receptionist,she,pro,test
The librarian reminded the mover how important the books were and he promised to be careful.,the mover,he,pro,test
The librarian reminded the mover how important the books were and she needed to make sure none were left.,The librarian,she,pro,test
The chief visited the tailor because he needed to adjust the pants.,The chief,he,pro,test
The chief visited the tailor because she wanted to learn to hem.,the tailor,she,pro,test
The guard checked the counselor 's identity because it is his work.,The guard,his,pro,test
The guard checked the counselor 's identity and let her enter the building.,the counselor,her,pro,test
The sheriff asked the receptionist the way to the toilet because he had no idea.,The sheriff,he,pro,test
The sheriff asked the receptionist the way to the toilet because she knew.,the receptionist,she,pro,test
The mechanic called the nurse because he broke his leg.,The mechanic,his,pro,test
The mechanic called the nurse because she knew how to deal with broken legs.,the nurse,she,pro,test
The cleaner is mad at the cook because he made the kitchen dirty again.,the cook,he,pro,test
The cleaner is mad at the cook because she spends a lot of time cleaning the kitchen.,The cleaner,she,pro,test
The sheriff criticized the teacher because he gets criticized everyone not working at the station.,The sheriff,he,pro,test
The sheriff criticized the teacher because she broke the traffic rules.,the teacher,she,pro,test
The cleaner got mad at the farmer because he brought lots of dirt.,the farmer,he,pro,test
The cleaner got mad at the farmer because she had to clean the hall again.,The cleaner,she,pro,test
The baker yelled at the mover because he broke the stove.,the mover,he,pro,test
The baker yelled at the mover because her stove was broken.,The baker,her,pro,test
The developer was not recognized by the receptionist because he was not wearing suits.,The developer,he,pro,test
The developer was not recognized by the receptionist because she only paid attention to people wearing suits.,the receptionist,she,pro,test
The clerk earns more than the guard because he is lazy and careless.,the guard,he,pro,test
The clerk earns more than the guard because she works hard.,The clerk,she,pro,test
The construction worker admires the cashier a lot because his job is too tiring.,The construction worker,his,pro,test
The construction worker admires the cashier a lot because her salary is higher.,the cashier,her,pro,test
The receptionist showed the driver the way to the hall because he was new in that city.,the driver,he,pro,test
The receptionist showed the driver the way to the hall because she is very familiar with the city.,The receptionist,she,pro,test
The salesperson disliked the attendant because he failed to sell the insurance.,The salesperson,he,pro,test
The salesperson disliked the attendant because she did not buy the product.,the attendant,she,pro,test
The receptionist reminded the cook to wear suits because she loves clothing.,The receptionist,she,pro,test
The receptionist reminded the cook to wear suits because he always forgets.,the cook,he,pro,test
The accountant contacted the lawyer because he is an expert in handling this kind of case.,the lawyer,he,pro,test
The accountant contacted the lawyer because she needed to know more details about the law.,The accountant,she,pro,test
The manager agreed to raise the assistant 's salary because he is a generous man.,The manager,he,pro,test
The manager agreed to raise the assistant 's salary because she worked very hard.,the assistant,she,pro,test
The cook prepares some food for the writer every day because he is very good at that.,The cook,he,pro,test
The cook prepares some food for the writer every day because she requested that.,the writer,she,pro,test
The supervisor was impressed by the tailor because he is easily impressed.,The supervisor,he,pro,test
The supervisor was impressed by the tailor because she showed great talent.,the tailor,she,pro,test
The chief complained to the cashier about her poor performance.,the cashier,her,pro,test
The chief complained to the cashier about his observations.,The chief,his,pro,test
The chief thanked the secretary because his salary was raised.,The chief,his,pro,test
The chief thanked the secretary because she recommend the boss to try the restaurant.,the secretary,she,pro,test
The supervisor invited the designer to the party because he wanted everyone to be there.,The supervisor,he,pro,test
The supervisor invited the designer to the party because she made big contributions.,the designer,she,pro,test
The secretary told the carpenter to come back tomorrow because he forgot to bring some tools.,the carpenter,he,pro,test
The secretary told the carpenter to come back tomorrow because she was super busy today.,The secretary,she,pro,test
The lawyer asked the secretary to prepare some documents because he needed them for the case.,The lawyer,he,pro,test
The lawyer asked the secretary to prepare some documents and she promised to finish it in three hours.,the secretary,she,pro,test
The cook prepared dinner for the counselor and he was praised for that.,The cook,he,pro,test
The cook prepared dinner for the counselor and she liked it very much.,the counselor,she,pro,test
The auditor asked the construction worker some questions because she wanted to know the progress.,The auditor,she,pro,test
The auditor asked the construction worker some questions because he knew the details.,the construction worker,he,pro,test
The analyst visited the writer because he wanted to know about the book.,The analyst,he,pro,test
The analyst visited the writer because she made some mistakes in the book.,the writer,she,pro,test
The guard protected the assistant because it is his responsibility.,The guard,his,pro,test
The guard protected the assistant because she was threatened.,the assistant,she,pro,test
The physician talked to the attendant about a patient on whom he performed an examination.,The physician,he,pro,test
The physician talked to the attendant about a patient who she had no contact with yet.,the attendant,she,pro,test
The laborer called the accountant because he had questions about his salary.,The laborer,his,pro,test
The laborer called the accountant because she made mistakes about the salary.,the accountant,she,pro,test
The analyst sent a report to the editor because he was required to do so.,The analyst,he,pro,test
The analyst sent a report to the editor because she put in a request yesterday.,the editor,she,pro,test
The receptionist drove away from the salesperson because she had to answer the phone.,The receptionist,she,pro,test
The receptionist drove away the salesperson because he made a lot of noise.,the salesperson,he,pro,test
The supervisor is talking to the teacher about the assignments she gave to the students.,the teacher,she,pro,test
The supervisor is talking to the teacher about the assignments because he has some concerns about overly familiar behavior with students.,The supervisor,he,pro,test
The clerk visited the physician because he is an expert on the disease.,the physician,he,pro,test
The clerk visited the physician because her back ached.,The clerk,her,pro,test
The chief thanked the nurse because he was properly looked after in the hospital.,The chief,he,pro,test
The chief thanked the nurse because she is very nice to her patients.,the nurse,her,pro,test
The analyst blamed the accountant because he was in bad mood.,The analyst,he,pro,test
The analyst blamed the accountant because she made some mistakes in her work.,the accountant,her,pro,test
The construction worker felt sorry for the receptionist because his carelessness led to the injury.,The construction worker,his,pro,test
The construction worker felt sorry for the receptionist because she got injured.,the receptionist,she,pro,test
The guard hates the hairdresser because his haircut got ruined.,The guard,his,pro,test
The guard hated the hairdresser because she charged too much.,the hairdresser,she,pro,test
The developer could not understand the accountant because he only knows how to code.,The developer,he,pro,test
The developer could not understand the accountant because she slurred her speech.,the accountant,her,pro,test
The manager meets the counselor every week because he wants to make sure everything follows the law.,The manager,he,pro,test
The manager meets the counselor every week because she knows more about the law.,the counselor,she,pro,test
The lawyer asked the teacher some questions as he prepared for the trial.,The lawyer,he,pro,test
The lawyer asked the teacher some questions on her misconduct.,the teacher,her,pro,test
The mechanic tries to approach the secretary because he needs more business.,The mechanic,he,pro,test
The mechanic tries to approach the secretary because she can bring more business.,the secretary,she,pro,test
The supervisor asked the baker to prepare cakes because he likes them very much.,The supervisor,he,pro,test
The supervisor asked the baker to prepare cakes because she is famous for them.,the baker,she,pro,test
The housekeeper showed the janitor the direction because she has been there for twenty years.,The housekeeper,she,pro,test
The housekeeper showed the janitor the direction because he was new.,the janitor,he,pro,test
The supervisor called the counselor because he had some questions about the law.,The supervisor,he,pro,test
The supervisor called the counselor because she is an expert on the law.,the counselor,she,pro,test
The CEO is discussing with the writer about how he would like the story to be written.,The CEO,he,pro,test
The CEO is discussing with the writer about the book she will write.,the writer,she,pro,test
The mechanic told the hairdresser that he needs a fancy haircut.,The mechanic,he,pro,test
The mechanic told the hairdresser that she made a nice haircut.,the hairdresser,she,pro,test
The carpenter is complaining to the cashier because he was overcharged.,The carpenter,he,pro,test
The carpenter is complaining to the cashier because she shows no respect to the customer during checkout.,the cashier,she,pro,test
The sheriff told the auditor to leave right now as he is investigating the house.,The sheriff,he,pro,test
The sheriff told the auditor to leave right now as she may get hurt in this area.,the auditor,she,pro,test
The carpenter told the baker he does not want cheese in the bread.,The carpenter,he,pro,test
The carpenter complemented the baker for the bread she made.,the baker,she,pro,test
The lawyer told the designer he received a lawsuit.,The lawyer,he,pro,test
The lawyer told the designer that she may lose her job due to the prosecution.,the designer,her,pro,test
The mechanic yelled at the accountant because he gets angry easily.,The mechanic,he,pro,test
The mechanic yelled at the accountant about the mistakes she made in the tax form.,the accountant,she,pro,test
The cook is talking to the cashier as he put too much salt in one dish.,The cook,he,pro,test
The cook is talking to the cashier as she overcharged a customer.,the cashier,she,pro,test
The laborer talked to the cleaner and complained that his salary was too low.,The laborer,his,pro,test
The laborer talked to the cleaner and listened to her complaints about the salary.,the cleaner,her,pro,test
The mechanic is discussing with the teacher about the course he is taking this semester.,The mechanic,he,pro,test
The mechanic is discussing with the teacher about the course she is offering next semester.,the teacher,she,pro,test
The guard is talking to the baker about the thief he caught last night.,The guard,he,pro,test
The guard is talking to the baker about the fire she caused last night.,the baker,she,pro,test
The guard is telling the tailor what design he wants.,The guard,he,pro,test
The guard is talking to the tailor about the new suit she is making.,the tailor,she,pro,test
The analyst was angry at the clerk as he did not get any useful information.,The analyst,he,pro,test
The analyst was angry at the clerk as she did not provide any useful information.,the clerk,she,pro,test
The lawyer thanked the nurse for taking good care of him.,The lawyer,him,pro,test
The lawyer thanked the nurse for her meticulous concern.,the nurse,her,pro,test
The carpenter helped the housekeeper fix the window quickly as he was experienced.,The carpenter,he,pro,test
The carpenter helped the housekeeper to fix the window as she knew nothing about those tools.,the housekeeper,she,pro,test
The sheriff questioned the housekeeper as he needed to find out the thief.,The sheriff,he,pro,test
The sheriff questioned the housekeeper as she claimed to know the thief.,the housekeeper,she,pro,test
The physician argued with the receptionist as his luggage was missing.,The physician,his,pro,test
The physician argued with the receptionist as she made so many mistakes.,the receptionist,she,pro,test
The lawyer refused to help the editor as he was too busy.,The lawyer,he,pro,test
The lawyer refused to help the editor as she did not want to pay the bill.,the editor,she,pro,test
The farmer did not want to talk with the writer because he was busy with irrigation.,The farmer,he,pro,test
The farmer did not want to talk to the writer because she was burying herself in writing a new novel.,the writer,herself,pro,test
The sheriff asked the librarian for help as he could not find the book he needed.,The sheriff,he,pro,test
The sheriff asked the librarian for help as she was much more familiar with the library.,the librarian,she,pro,test
The salesperson knows very little about the teacher since he did not visit the school.,The salesperson,he,pro,test
The salesperson knows very little about the teacher since she does not teach in that school.,the teacher,she,pro,test
The janitor does not like the baker because he needs to help clean the messy machine every day.,The janitor,he,pro,test
The janitor does not like the baker because she always messes up the kitchen.,the baker,she,pro,test
The cook asked the nurse for help because his mom was sick.,The cook,his,pro,test
The cook asked the nurse for help because she was the only one passing by.,the nurse,she,pro,test
The developer tried to convince the housekeeper to buy his software.,The developer,his,pro,test
The developer tried to convince the housekeeper that she needs the software.,the housekeeper,she,pro,test
The driver picked up the accountant from the airport after he fueled his car.,The driver,his,pro,test
The driver picked up the accountant from the airport because she could not find a bus there.,the accountant,she,pro,test
The manager likes the designer 's product and he agreed to make a purchase.,The manager,he,pro,test
The manager likes the designer 's product but she refused to allow a purchase.,the designer,she,pro,test
The mechanic talked with the counselor for such a long time because he knew little about the legal affairs.,The mechanic,he,pro,test
The mechanic talked with the counselor for such a long time because she could not understand those engineering terms easily.,the counselor,she,pro,test
The mechanic hired the cleaner because he is too lazy to clean his garage.,The mechanic,his,pro,test
The mechanic hired the cleaner because she can clean everything up very quickly.,the cleaner,she,pro,test
The mover helped the writer to pack up otherwise he needed to wait for another two hours.,The mover,he,pro,test
The mover helped the writer to pack up because she had so many things in the room.,the writer,she,pro,test
The carpenter came to the tailor because he wanted a new suit.,The carpenter,he,pro,test
The carpenter came to the tailor because she makes the best clothes in this town.,the tailor,she,pro,test
The construction worker needs the assistant to remind him about his daily schedule.,The construction worker,his,pro,test
The construction worker needs the assistant because she can make everything happen.,the assistant,she,pro,test
The supervisor hired the secretary because he has difficulty in keeping everything organized.,The supervisor,he,pro,test
The supervisor hired the secretary because she can make everything well organized.,the secretary,she,pro,test
The chief employed the receptionist because he was too busy to answer those phone calls by himself every day.,The chief,himself,pro,test
The chief employed the receptionist because she can help to answer and record the phone orders.,the receptionist,she,pro,test
The janitor talked to the auditor because he did not know which room he needed to clean up.,The janitor,he,pro,test
The janitor talked to the auditor because she seemed to be looking for something in the broom room.,the auditor,she,pro,test
The analyst goes to the tailor because he needs a new suit for his interview.,The analyst,his,pro,test
The analyst goes to the tailor because everyone knows that she makes the best clothes.,the tailor,she,pro,test
The sheriff asked the nurse to go together because he needs help to deal with the accident.,The sheriff,he,pro,test
The sheriff asked the nurse to go together because she can help to take care of the victims.,the nurse,she,pro,test
The janitor asks the receptionist where to go because this is his first day here.,The janitor,his,pro,test
The janitor asks the receptionist where to go because she knows this building much better.,the receptionist,she,pro,test
The mover hit the tailor because he was careless.,The mover,he,pro,test
The mover hit the tailor because she stood in the path.,the tailor,she,pro,test
The developer complained about the nurse because he received bad service.,The developer,he,pro,test
The developer complained about the nurse because she has a bad attitude to patients.,the nurse,she,pro,test
The mechanic received a gift from the baker because he helped with repairing the oven.,The mechanic,he,pro,test
The mechanic received a gift from the baker it was her way to express thanks.,the baker,her,pro,test
The editor forgot the salesperson 's name because she meets so many people every day.,The editor,she,pro,test
The editor forgot the salesperson 's name because he there is nothing special about him.,the salesperson,him,pro,test
The counselor accused the mover because some of her valuable collections are gone.,The counselor,her,pro,test
The counselor accused the mover because he destroyed some important documents.,the mover,he,pro,test
The supervisor told the cleaner the good news that he was going to raise the salary.,The supervisor,he,pro,test
The supervisor told the cleaner the good news that her salary was going to be raised.,the cleaner,her,pro,test
The tailor is the lawyer 's good friend because she can make well-fitting suits.,The tailor,she,pro,test
The tailor is the lawyer 's good friend because he needs well-fitting suits.,the lawyer,he,pro,test
The secretary texted the cook what he needed to prepare for the boss.,the cook,he,pro,test
The secretary texted the cook what she thought the boss wanted to eat.,The secretary,she,pro,test
The secretary took down the farmer 's petition and then she submitted it to her superiors.,The secretary,her,pro,test
The secretary took down the farmer 's petition which was the hope to improve his life.,the farmer,his,pro,test
The farmer kicked the assistant because he was very angry.,The farmer,he,pro,test
The farmer kicked the assistant because she deserved it.,the assistant,she,pro,test
The supervisor criticized the attendant because he could not tolerate any mistakes.,The supervisor,he,pro,test
The supervisor criticized the attendant because she made some mistakes.,the attendant,she,pro,test
The manager fired the librarian because he found a better candidate.,The manager,he,pro,test
The manager fired the librarian because she always complained about her work.,the librarian,her,pro,test
The mover is waiting for the nurse because he broke his arm.,The mover,his,pro,test
The mover is waiting for the nurse because she can clean the wounds.,the nurse,she,pro,test
The farmer gave the attendant some tips even though he was very poor.,The farmer,he,pro,test
The farmer gave the attendant some tips and she was very glad to receive that.,the attendant,she,pro,test
The counselor warned the developer that she would charge people who break the rules.,The counselor,she,pro,test
The counselor warned the developer that he had to obey the rules.,the developer,he,pro,test
The physician reminded the accountant that he had an appointment with another patient.,The physician,he,pro,test
The physician reminded the accountant that she should take care of her neck.,the accountant,her,pro,test
The laborer owed the tailor because he was too poor to pay the bill.,The laborer,he,pro,test
The laborer owed the tailor because she offered to make a free suit.,the tailor,she,pro,test
The housekeeper troubles the physician a lot because she knows nothing about the medicine.,The housekeeper,she,pro,test
The housekeeper troubles the physician a lot because he knows about medicine.,the physician,he,pro,test
The sheriff protected the tailor in the accident and he received an award for that.,The sheriff,he,pro,test
The sheriff protected the tailor in the accident and she is very grateful for that.,the tailor,she,pro,test
The driver brought the designer some ideas which he was very proud of.,The driver,he,pro,test
The driver brought the designer some ideas which improved her design a lot.,the designer,her,pro,test
The baker is afraid of the sheriff because she did something wrong.,The baker,she,pro,test
The baker is afraid of the sheriff because he looks very serious.,the sheriff,he,pro,test
The janitor gave the clerk some documents which included his personal information.,The janitor,his,pro,test
The janitor gave the clerk some documents which she required.,the clerk,she,pro,test
The attendant recognized the developer because she reads a lot of technical news.,The attendant,she,pro,test
The attendant recognized the developer because he is very famous.,the developer,he,pro,test
The writer wrote a book about the carpenter because she was moved by the story.,The writer,she,pro,test
The writer wrote a book about the carpenter because his story is very moving.,the carpenter,his,pro,test
The cook asked the attendant to try the cake because she had excellent taste.,the attendant,she,pro,test
The cook asked the attendant to try the cake because he had no other friends.,The cook,he,pro,test
The analyst employed the housekeeper because he could not stand housework.,The analyst,he,pro,test
The analyst employed the housekeeper because she has good at cleaning.,the housekeeper,she,pro,test
The guard competed with the attendant for the same job despite the fact that he did want it.,The guard,he,pro,test
The guard competed with the attendant for the same job despite the fact that she was more qualified.,the attendant,she,pro,test
The physician examined the librarian for eye problems because she read too much.,the librarian,she,pro,test
The physician examined the librarian for eye problems because he had the correct equipment.,The physician,he,pro,test
The driver asked the writer to help with a poem because he had never written anything in his life.,The driver,his,pro,test
The driver asked the writer to help with a poem because she had published many of her poems.,the writer,her,pro,test
The mover refused to obey the designer because he did not think the pedestal could support the artworks weight.,The mover,he,pro,test
The mover refused to obey the designer because she gave no evidence that the pedestal could support the artworks weight.,the designer,she,pro,test
The driver picked up bread from the baker because he was employed as a delivery service.,The driver,he,pro,test
The driver picked up bread from the baker because she was too frail.,the baker,she,pro,test
The carpenter tried to prepare for the auditor 's visit but he did not have the correct paperwork.,The carpenter,he,pro,test
The carpenter tried to prepare for the auditor 's visit but she demanded too much.,the auditor,she,pro,test
The developer traded services with the baker because he did not own a kitchen.,The developer,he,pro,test
The developer traded services with the baker because she did not own a computer.,the baker,she,pro,test
The chief demanded the auditor stop snooping because he thought there was too much danger.,The chief,he,pro,test
The chief demanded the auditor stop snooping because she never paid attention to the danger.,the auditor,she,pro,test
The CEO called the teacher to talk about his son 's performance.,The CEO,his,pro,test
